Date,carat,cut,color,clarity,x,y,z,price,GemstoneNames
27/08/2019,1.52,Very Good,purple,VVS2,7.28,7.31,4.65,16786,Cat's Eye
27/08/2019,0.41,Premium,blue,SI1,4.87,4.85,2.86,852,Alexandrite
27/08/2019,1.21,Premium,blue,SI2,6.83,6.78,4.2,5920,Zircon
27/08/2019,0.55,Ideal,yellow,VS2,5.25,5.3,3.26,1715,Sapphire
27/08/2019,0.73,Premium,Pink,VVS2,5.78,5.73,3.54,2519,Alexandrite
27/08/2019,0.41,Premium,purple,VS2,4.8,4.85,2.91,863,Alexandrite
27/08/2019,0.56,Ideal,blue,SI1,5.32,5.35,3.25,1580,Ruby
27/08/2019,1.12,Ideal,Green,SI1,6.66,6.61,4.17,5863,Sapphire
27/08/2019,0.45,Premium,blue,SI1,4.88,4.84,3.05,1091,Cat's Eye
27/08/2019,1.02,Premium,yellow,SI2,6.47,6.4,3.98,3496,Ruby
27/08/2019,0.36,Premium,purple,SI1,4.54,4.51,2.8,770,Sapphire
27/08/2019,0.5,Very Good,Green,VS2,5.05,5.08,3.19,1209,Zircon
27/08/2019,1.01,Premium,yellow,SI1,6.42,6.4,3.99,5006,Zircon
27/08/2019,1.17,Premium,White,SI1,6.77,6.73,4.18,4423,Spinel
27/08/2019,0.3,Ideal,red,VS1,4.28,4.33,2.67,817,Zircon
28/08/2019,0.31,Premium,Green,VVS1,4.34,4.32,2.68,907,Zircon
28/08/2019,0.9,Premium,purple,SI1,6.11,6.08,3.81,3881,Sapphire
28/08/2019,0.51,Very Good,yellow,VS2,5.05,5.12,3.19,1438,Ruby
28/08/2019,0.65,Ideal,red,VS2,5.55,5.59,3.43,2402,Ruby
28/08/2019,0.5,Ideal,Pink,VVS2,5.14,5.17,3.12,1640,Sapphire
28/08/2019,0.41,Very Good,red,SI1,4.64,4.7,2.94,717,Alexandrite
28/08/2019,0.33,Ideal,Green,SI1,4.46,4.49,2.72,564,Sapphire
28/08/2019,1.01,Premium,blue,SI1,6.42,6.38,3.97,5311,Zircon
28/08/2019,0.71,Good,blue,SI2,5.73,5.78,3.38,2226,Cat's Eye
28/08/2019,0.4,Premium,yellow,SI1,4.67,4.71,2.88,702,Spinel
28/08/2019,1.01,Premium,purple,VS2,6.47,6.41,3.92,6446,Cat's Eye
28/08/2019,0.3,Very Good,blue,VS2,4.26,4.29,2.65,658,Cat's Eye
28/08/2019,2.0,Premium,yellow,SI2,7.98,7.92,5.0,13420,Spinel
28/08/2019,1.23,Premium,purple,VS1,6.94,6.9,4.21,9471,Ruby
28/08/2019,0.46,Ideal,Green,IF,4.94,4.99,3.09,1450,Alexandrite
28/08/2019,0.41,Ideal,red,VVS1,4.77,4.74,2.98,1413,Alexandrite
28/08/2019,0.3,Very Good,blue,VVS2,4.36,4.41,2.63,837,Ruby
28/08/2019,1.2,Premium,Green,VS2,6.73,6.69,4.19,6416,Sapphire
28/08/2019,0.55,Very Good,Pink,SI1,5.15,5.19,3.29,1149,Zircon
28/08/2019,1.02,Good,Pink,SI2,6.66,6.58,3.78,3342,Ruby
29/08/2019,1.0,Good,red,SI2,6.25,6.31,4.05,4541,Ruby
29/08/2019,0.9,Very Good,blue,SI1,6.09,6.13,3.82,3748,Ruby
29/08/2019,0.71,Premium,blue,SI1,5.74,5.67,3.55,2743,Cat's Eye
29/08/2019,1.22,Premium,White,SI2,6.79,4.24,3.76,3156,Alexandrite
29/08/2019,1.02,Very Good,yellow,VS2,6.45,6.48,4.0,6569,Alexandrite
29/08/2019,0.31,Premium,blue,VVS2,4.36,4.33,2.67,1046,Alexandrite
29/08/2019,0.91,Premium,red,SI2,6.25,6.16,3.85,3403,Ruby
29/08/2019,0.3,Premium,purple,SI1,4.33,4.29,2.66,641,Spinel
29/08/2019,1.01,Very Good,red,SI2,6.3,6.38,4.06,5166,Topaz
29/08/2019,0.57,Ideal,blue,VS2,5.4,5.35,3.25,1949,Spinel
29/08/2019,2.04,Premium,Pink,VS2,8.22,8.09,5.1,17028,Zircon
29/08/2019,1.51,Ideal,purple,SI1,7.29,7.25,4.58,11035,Cat's Eye
29/08/2019,2.51,Very Good,Pink,SI2,8.69,8.76,5.44,18090,Alexandrite
29/08/2019,1.52,Ideal,yellow,VS2,7.39,7.47,4.56,14692,Zircon
29/08/2019,0.3,Ideal,red,VS2,4.36,4.33,2.65,911,Spinel
29/08/2019,1.04,Ideal,yellow,VS2,6.53,6.56,4.01,7044,Spinel
29/08/2019,0.71,Ideal,yellow,SI1,5.75,5.79,3.54,2423,Spinel
29/08/2019,1.31,Very Good,Green,SI2,6.96,7.01,4.31,6263,Alexandrite
29/08/2019,0.3,Ideal,purple,VVS1,4.31,4.33,2.68,854,Ruby
29/08/2019,0.77,Good,red,VS2,5.83,5.86,3.69,3489,Cat's Eye
30/08/2019,0.53,Ideal,red,SI1,5.19,5.24,3.19,1587,Spinel
30/08/2019,1.13,Premium,purple,IF,6.78,6.76,4.06,12543,Zircon
30/08/2019,0.31,Good,yellow,VS2,4.31,4.37,2.74,544,Ruby
30/08/2019,0.4,Good,red,VS2,4.66,4.69,2.97,891,Alexandrite
30/08/2019,0.7,Very Good,Pink,VS1,5.62,5.67,3.52,1971,Sapphire
30/08/2019,0.55,Premium,yellow,VS2,5.27,5.19,3.28,1445,Sapphire
30/08/2019,0.57,Premium,Green,SI1,5.37,5.34,3.3,1247,Cat's Eye
30/08/2019,0.31,Premium,Pink,SI1,4.42,4.38,2.67,593,Cat's Eye
30/08/2019,1.01,Very Good,purple,SI2,6.42,6.46,3.91,4004,Sapphire
30/08/2019,0.9,Premium,Pink,VS2,6.2,6.14,3.82,2857,Topaz
30/08/2019,2.03,Very Good,blue,SI2,8.01,7.99,5.05,14646,Spinel
30/08/2019,0.26,Good,Green,VVS2,4.04,4.08,2.57,468,Spinel
30/08/2019,0.7,Ideal,purple,VS1,5.72,5.76,3.54,3154,Cat's Eye
30/08/2019,1.05,Ideal,yellow,VS2,6.65,6.58,4.02,6604,Spinel
30/08/2019,0.32,Premium,yellow,IF,4.48,4.51,2.67,954,Spinel
30/08/2019,1.66,Very Good,yellow,VS2,7.61,7.49,4.77,15229,Cat's Eye
30/08/2019,0.94,Very Good,Green,SI2,6.21,6.29,3.87,3394,Zircon
30/08/2019,0.31,Premium,blue,VS2,4.39,4.32,2.67,872,Ruby
30/08/2019,0.72,Ideal,red,SI1,5.74,5.77,3.58,2804,Spinel
30/08/2019,0.38,Ideal,Pink,VVS2,4.65,4.67,2.89,836,Sapphire
31/08/2019,0.28,Very Good,blue,VS1,4.16,4.21,2.63,434,Sapphire
31/08/2019,1.26,Ideal,blue,VVS2,7.0,6.98,4.27,14300,Spinel
31/08/2019,1.01,Premium,Green,VS2,6.45,6.36,3.99,4412,Zircon
31/08/2019,0.31,Ideal,blue,VS2,4.38,4.34,2.66,872,Spinel
31/08/2019,1.0,Very Good,purple,SI2,6.3,6.36,3.97,3789,Ruby
31/08/2019,1.02,Very Good,purple,VS2,6.52,6.62,3.9,6479,Alexandrite
31/08/2019,0.39,Ideal,purple,SI1,4.7,4.72,2.91,886,Spinel
31/08/2019,0.36,Ideal,Green,VS2,4.61,4.63,2.82,587,Topaz
31/08/2019,0.7,Ideal,yellow,VVS1,5.63,5.68,3.55,3165,Topaz
31/08/2019,0.72,Very Good,purple,VS1,5.75,5.7,3.56,2804,Ruby
31/08/2019,0.3,Very Good,Green,VVS1,4.26,4.29,2.65,684,Spinel
31/08/2019,0.51,Ideal,red,VS2,5.14,5.11,3.17,1882,Cat's Eye
31/08/2019,0.41,Ideal,Green,VS2,4.77,4.79,2.95,1163,Alexandrite
31/08/2019,1.67,Ideal,Green,SI1,7.68,7.62,4.71,11678,Sapphire
31/08/2019,0.3,Ideal,yellow,VS2,4.27,4.3,2.64,545,Topaz
31/08/2019,1.01,Fair,yellow,SI1,6.15,6.22,4.14,4102,Alexandrite
31/08/2019,1.07,Very Good,blue,SI2,6.54,6.6,4.05,4824,Alexandrite
31/08/2019,0.5,Fair,yellow,VS1,4.98,4.94,3.22,1271,Spinel
31/08/2019,0.3,Ideal,yellow,VS2,4.29,4.33,2.68,495,Topaz
31/08/2019,1.5,Good,Green,VS1,7.17,7.12,4.56,9878,Alexandrite
01/09/2019,0.24,Premium,Green,VVS1,4.01,3.96,2.44,554,Topaz
01/09/2019,0.51,Ideal,yellow,VVS2,5.15,5.19,3.16,1875,Spinel
01/09/2019,0.31,Ideal,blue,SI1,4.32,4.29,2.71,698,Alexandrite
01/09/2019,1.04,Premium,White,SI2,6.49,6.47,4.02,3669,Alexandrite
01/09/2019,0.33,Ideal,purple,VVS1,4.45,4.5,2.71,828,Topaz
01/09/2019,0.5,Good,yellow,SI1,5.06,5.03,3.21,1286,Sapphire
01/09/2019,1.13,Very Good,red,VS2,6.59,6.63,4.16,8561,Zircon
01/09/2019,0.41,Premium,Green,SI1,4.85,4.81,2.92,876,Spinel
01/09/2019,0.4,Premium,purple,VS1,4.72,4.68,2.94,1050,Cat's Eye
01/09/2019,0.31,Ideal,yellow,VS2,4.41,4.39,2.71,698,Topaz
01/09/2019,1.0,Premium,red,SI1,6.54,6.44,3.87,5880,Sapphire
01/09/2019,1.04,Very Good,purple,VS2,6.64,6.69,3.93,6405,Sapphire
01/09/2019,1.54,Ideal,Pink,SI2,7.43,7.46,4.49,8092,Topaz
01/09/2019,0.3,Very Good,yellow,IF,4.32,4.34,2.64,895,Cat's Eye
01/09/2019,0.74,Very Good,Pink,VS2,5.83,5.85,3.55,2327,Sapphire
01/09/2019,0.56,Ideal,purple,VS2,5.27,5.31,3.28,1664,Cat's Eye
01/09/2019,1.01,Good,blue,SI1,6.35,6.31,4.06,4480,Zircon
01/09/2019,1.02,Ideal,purple,VS1,6.45,6.52,3.98,8024,Ruby
01/09/2019,0.3,Ideal,purple,VVS2,4.35,4.39,2.69,694,Sapphire
01/09/2019,1.03,Fair,red,SI1,6.33,6.25,4.05,4845,Topaz
02/09/2019,1.6,Ideal,Green,VS2,7.57,7.5,4.61,8709,Zircon
02/09/2019,0.58,Ideal,yellow,IF,5.35,5.37,3.32,2528,Zircon
02/09/2019,0.56,Ideal,blue,SI1,5.31,5.26,3.32,1784,Zircon
02/09/2019,0.34,Ideal,red,VVS1,4.49,4.54,2.79,1272,Spinel
02/09/2019,0.72,Very Good,blue,SI2,5.73,5.78,3.51,3084,Cat's Eye
02/09/2019,1.3,Premium,purple,SI1,7.01,6.97,4.29,8164,Spinel
02/09/2019,0.76,Premium,purple,SI1,5.88,5.76,3.61,2706,Ruby
02/09/2019,1.03,Premium,yellow,VS2,6.65,6.59,3.9,6229,Alexandrite
02/09/2019,1.09,Premium,yellow,SI2,6.66,6.59,4.06,3601,Alexandrite
02/09/2019,1.51,Ideal,Green,VS2,7.29,7.34,4.57,10763,Topaz
02/09/2019,0.3,Ideal,yellow,VS1,4.38,4.4,2.66,624,Sapphire
02/09/2019,1.67,Very Good,yellow,VVS2,7.61,7.69,4.71,17028,Ruby
02/09/2019,0.35,Premium,Green,VVS1,4.57,4.52,2.73,956,Cat's Eye
02/09/2019,1.01,Premium,purple,SI1,6.38,6.4,3.98,4969,Cat's Eye
02/09/2019,0.25,Ideal,Green,VS1,4.05,4.08,2.5,445,Sapphire
02/09/2019,0.7,Ideal,Green,SI1,5.71,5.74,3.54,2499,Cat's Eye
02/09/2019,1.0,Very Good,yellow,SI1,6.29,6.33,3.95,4844,Spinel
02/09/2019,0.3,Very Good,White,VS2,4.28,4.3,2.67,357,Topaz
02/09/2019,1.01,Premium,yellow,VVS2,6.37,6.32,3.96,7466,Spinel
02/09/2019,0.41,Premium,purple,VVS1,4.87,4.84,2.86,1356,Cat's Eye
03/09/2019,1.01,Good,purple,VS2,6.32,6.39,4.06,6330,Spinel
03/09/2019,0.71,Premium,red,SI1,5.71,5.67,3.57,2822,Sapphire
03/09/2019,0.73,Very Good,blue,SI2,5.72,5.69,3.61,2409,Topaz
03/09/2019,1.2,Fair,yellow,SI2,6.73,6.53,4.34,4044,Alexandrite
03/09/2019,0.43,Ideal,yellow,SI2,4.84,4.86,3.02,696,Ruby
03/09/2019,1.11,Very Good,Green,SI2,6.79,6.82,4.02,4584,Spinel
03/09/2019,0.43,Ideal,Green,SI1,4.84,4.88,3.01,783,Spinel
03/09/2019,1.51,Ideal,Green,VS2,7.29,7.33,4.55,11435,Zircon
03/09/2019,1.71,Ideal,White,VS1,7.59,7.63,4.75,10309,Ruby
03/09/2019,0.4,Very Good,purple,SI1,4.67,4.74,2.93,737,Cat's Eye
03/09/2019,0.42,Ideal,Green,VVS1,4.83,4.86,2.97,1625,Ruby
03/09/2019,0.4,Ideal,White,VVS2,4.74,4.79,2.95,662,Ruby
03/09/2019,2.01,Good,blue,SI2,7.99,8.04,4.99,17115,Spinel
03/09/2019,1.5,Ideal,yellow,VS1,7.38,7.31,4.54,13377,Alexandrite
03/09/2019,0.71,Premium,blue,SI1,5.72,5.68,3.59,2554,Zircon
03/09/2019,0.84,Premium,purple,SI1,6.18,6.13,3.63,3115,Zircon
03/09/2019,0.53,Ideal,purple,VVS2,5.2,5.24,3.2,2160,Zircon
03/09/2019,0.59,Ideal,yellow,VS2,5.32,5.38,3.35,1664,Ruby
03/09/2019,0.3,Ideal,White,VS2,4.33,4.3,2.67,630,Topaz
03/09/2019,0.31,Ideal,red,VVS2,4.37,4.39,2.67,853,Spinel
04/09/2019,1.21,Premium,red,VS1,6.89,6.86,4.14,10083,Topaz
04/09/2019,0.23,Very Good,blue,VS2,3.98,4.02,2.43,402,Topaz
04/09/2019,0.41,Ideal,purple,VVS1,4.78,4.76,2.95,1356,Spinel
04/09/2019,0.31,Ideal,Green,VVS1,4.4,4.43,2.71,687,Topaz
04/09/2019,0.61,Ideal,yellow,SI1,5.46,5.49,3.38,1659,Alexandrite
04/09/2019,0.5,Premium,blue,VS2,5.03,5.0,3.14,1629,Alexandrite
04/09/2019,0.25,Ideal,blue,VVS1,4.08,4.11,2.55,783,Spinel
04/09/2019,1.01,Ideal,blue,SI1,6.38,6.45,3.98,5235,Spinel
04/09/2019,1.57,Premium,yellow,SI2,7.46,7.43,4.55,8572,Sapphire
04/09/2019,0.61,Ideal,Pink,VS2,5.43,5.46,3.37,1627,Topaz
04/09/2019,2.03,Premium,Green,SI2,8.09,8.17,5.01,15930,Alexandrite
04/09/2019,1.23,Ideal,Green,I1,6.85,6.79,4.22,3905,Sapphire
04/09/2019,1.22,Very Good,blue,SI1,6.79,6.76,4.29,5397,Spinel
04/09/2019,2.03,Good,red,SI2,8.12,7.99,5.08,13109,Spinel
04/09/2019,0.76,Ideal,blue,SI2,5.78,5.82,3.64,2873,Zircon
04/09/2019,1.01,Good,purple,VVS1,6.33,6.39,4.02,9012,Ruby
04/09/2019,0.71,Ideal,red,VS1,5.71,5.74,3.56,3192,Sapphire
04/09/2019,0.53,Ideal,blue,SI2,5.23,5.26,3.19,1229,Topaz
04/09/2019,1.2,Ideal,Pink,SI2,6.95,6.97,4.15,4890,Zircon
04/09/2019,1.2,Premium,White,SI2,6.85,6.79,4.21,3782,Sapphire
05/09/2019,1.05,Very Good,red,SI1,6.59,6.7,4.0,5821,Topaz
05/09/2019,0.83,Premium,Green,SI1,6.2,6.16,3.62,2613,Alexandrite
05/09/2019,0.45,Ideal,yellow,VVS1,4.95,4.91,3.03,1358,Zircon
05/09/2019,0.72,Premium,Green,SI1,5.85,5.81,3.49,2334,Topaz
05/09/2019,0.7,Good,Green,VS2,5.87,5.92,3.34,2187,Cat's Eye
05/09/2019,1.16,Ideal,Pink,SI2,6.73,6.68,4.2,4560,Topaz
05/09/2019,1.27,Good,purple,I1,7.06,6.99,4.16,4324,Ruby
05/09/2019,1.56,Premium,Green,SI1,7.46,7.4,4.6,10990,Topaz
05/09/2019,1.2,Ideal,blue,VVS2,6.79,6.89,4.21,11883,Cat's Eye
05/09/2019,1.21,Premium,White,VS1,6.99,6.9,4.13,5556,Cat's Eye
05/09/2019,0.54,Good,blue,SI2,5.18,5.17,3.3,1250,Alexandrite
05/09/2019,0.5,Fair,blue,SI1,5.09,5.03,3.12,1238,Spinel
05/09/2019,1.29,Good,White,VS2,7.07,7.12,4.13,5898,Sapphire
05/09/2019,0.38,Premium,red,SI2,4.68,4.62,2.84,812,Spinel
05/09/2019,1.01,Premium,yellow,SI2,6.46,6.39,3.98,4327,Topaz
05/09/2019,0.3,Ideal,yellow,VS1,4.34,4.29,2.67,776,Topaz
05/09/2019,0.51,Very Good,yellow,VS1,5.05,5.08,3.16,1752,Alexandrite
05/09/2019,0.33,Ideal,red,SI2,4.48,4.45,2.72,631,Alexandrite
05/09/2019,0.51,Very Good,blue,VS2,5.16,5.27,3.14,1393,Ruby
05/09/2019,0.34,Ideal,blue,VS2,4.49,4.45,2.79,956,Ruby
06/09/2019,1.7,Premium,yellow,VS2,7.71,7.68,4.69,16123,Cat's Eye
06/09/2019,0.9,Very Good,yellow,SI2,6.1,6.16,3.84,3593,Cat's Eye
06/09/2019,1.18,Premium,Pink,VS1,6.73,6.71,4.21,5477,Cat's Eye
06/09/2019,1.7,Ideal,Pink,SI2,7.69,7.64,4.65,8743,Spinel
06/09/2019,0.31,Ideal,yellow,IF,4.34,4.38,2.69,924,Spinel
06/09/2019,0.7,Ideal,yellow,VS1,5.74,5.69,3.51,2573,Ruby
06/09/2019,1.02,Very Good,Pink,VS2,6.56,6.6,3.9,4532,Alexandrite
06/09/2019,0.35,Premium,blue,VS1,4.55,4.58,2.78,829,Ruby
06/09/2019,0.4,Premium,Green,VS1,4.71,4.68,2.94,1035,Alexandrite
06/09/2019,0.3,Ideal,purple,SI1,4.3,4.27,2.67,641,Sapphire
06/09/2019,0.73,Premium,blue,VS1,5.81,5.79,3.53,3311,Ruby
06/09/2019,1.0,Very Good,blue,SI1,6.35,6.4,4.06,5413,Sapphire
06/09/2019,1.58,Premium,White,VVS2,7.56,7.49,4.59,7592,Alexandrite
06/09/2019,1.02,Ideal,purple,VS2,6.55,6.62,4.02,6393,Alexandrite
06/09/2019,0.47,Ideal,blue,VS1,5.01,5.05,3.08,1872,Spinel
06/09/2019,0.72,Ideal,yellow,SI1,5.71,5.68,3.59,2385,Spinel
06/09/2019,0.6,Very Good,purple,SI1,5.42,5.5,3.29,1670,Zircon
06/09/2019,0.8,Very Good,Pink,VS2,5.94,5.99,3.7,2591,Cat's Eye
06/09/2019,0.47,Fair,red,IF,5.09,4.98,3.05,2211,Spinel
06/09/2019,1.18,Ideal,blue,I1,6.82,6.79,4.19,4229,Topaz
07/09/2019,0.7,Ideal,purple,SI1,5.71,5.75,3.54,2635,Sapphire
07/09/2019,0.3,Premium,yellow,VS2,4.33,4.28,2.63,630,Cat's Eye
07/09/2019,1.01,Good,purple,VS2,6.36,6.32,4.03,6097,Sapphire
07/09/2019,0.77,Ideal,blue,SI1,5.92,5.94,3.62,3827,Zircon
07/09/2019,0.36,Ideal,red,SI1,4.57,4.59,2.84,713,Cat's Eye
07/09/2019,0.7,Very Good,purple,SI1,5.7,5.73,3.49,2409,Zircon
07/09/2019,0.3,Premium,Green,VVS2,4.29,4.33,2.62,605,Zircon
07/09/2019,0.47,Very Good,yellow,SI1,4.96,4.93,3.11,1133,Zircon
07/09/2019,0.42,Premium,red,SI1,4.79,4.77,2.97,1040,Cat's Eye
07/09/2019,0.31,Ideal,red,VS2,4.31,4.34,2.69,734,Sapphire
07/09/2019,0.3,Very Good,yellow,VS1,4.23,4.28,2.64,605,Cat's Eye
07/09/2019,1.15,Premium,red,SI1,6.83,6.76,4.15,7213,Zircon
07/09/2019,1.5,Very Good,blue,VS2,7.4,7.48,4.42,12474,Alexandrite
07/09/2019,0.58,Ideal,purple,VS2,5.33,5.37,3.32,1666,Zircon
07/09/2019,0.36,Ideal,red,SI1,4.58,4.63,2.79,619,Cat's Eye
07/09/2019,0.34,Ideal,purple,SI2,4.5,4.52,2.79,438,Zircon
07/09/2019,0.23,Very Good,red,VVS2,3.99,4.03,2.39,499,Ruby
07/09/2019,1.0,Very Good,purple,VVS2,6.42,6.37,4.04,8467,Ruby
07/09/2019,0.44,Premium,yellow,SI1,4.88,4.83,2.99,990,Topaz
07/09/2019,0.3,Very Good,purple,VS2,4.37,4.41,2.58,524,Cat's Eye
08/09/2019,0.3,Premium,Pink,VS1,4.36,4.34,2.6,608,Sapphire
08/09/2019,0.37,Ideal,blue,SI1,4.6,4.65,2.84,606,Spinel
08/09/2019,1.51,Premium,Green,SI2,7.36,7.31,4.58,8388,Zircon
08/09/2019,1.51,Very Good,blue,SI2,7.32,7.26,4.61,10012,Topaz
08/09/2019,0.7,Good,blue,SI1,5.71,5.66,3.49,2822,Spinel
08/09/2019,0.72,Very Good,blue,SI1,5.69,5.75,3.55,2578,Topaz
08/09/2019,0.4,Ideal,red,VS2,4.77,4.73,2.87,1050,Alexandrite
08/09/2019,1.31,Very Good,Green,SI1,7.02,7.1,4.26,7189,Cat's Eye
08/09/2019,1.01,Very Good,red,SI2,6.41,6.46,3.99,5656,Ruby
08/09/2019,0.34,Premium,red,VS2,4.59,4.55,2.71,881,Ruby
08/09/2019,1.11,Ideal,Pink,SI1,6.62,6.67,4.11,4709,Spinel
08/09/2019,1.23,Ideal,yellow,VS1,6.84,6.9,4.23,10859,Alexandrite
08/09/2019,1.7,Premium,White,VS2,7.47,7.38,4.67,9225,Alexandrite
08/09/2019,0.33,Ideal,yellow,VS2,4.44,4.47,2.76,579,Cat's Eye
08/09/2019,0.39,Ideal,White,VS2,4.66,4.69,2.89,586,Cat's Eye
08/09/2019,0.31,Premium,Pink,VS2,4.42,4.38,2.61,521,Zircon
08/09/2019,0.74,Ideal,purple,SI1,5.8,5.76,3.61,2702,Topaz
08/09/2019,1.08,Ideal,purple,VVS2,6.57,6.6,4.09,10052,Topaz
08/09/2019,1.24,Premium,red,SI2,6.91,6.87,4.23,6965,Topaz
08/09/2019,0.55,Ideal,Green,IF,5.26,5.34,3.26,2120,Topaz
09/09/2019,0.41,Premium,yellow,VS2,4.75,4.74,2.89,1061,Topaz
09/09/2019,0.71,Premium,purple,SI1,5.74,5.69,3.48,2198,Zircon
09/09/2019,0.53,Very Good,yellow,SI2,5.26,5.29,3.21,1092,Spinel
09/09/2019,0.42,Ideal,yellow,IF,4.79,4.82,3.0,1394,Sapphire
09/09/2019,0.37,Premium,red,SI1,4.58,4.55,2.86,874,Sapphire
09/09/2019,0.53,Ideal,Pink,VVS1,5.17,5.21,3.23,1435,Cat's Eye
09/09/2019,1.81,Fair,White,SI1,8.14,8.09,4.56,8362,Spinel
09/09/2019,0.85,Ideal,purple,VS2,6.13,6.01,3.79,3641,Alexandrite
09/09/2019,1.01,Very Good,purple,VS2,6.37,6.43,4.01,6159,Sapphire
09/09/2019,1.06,Very Good,purple,SI1,6.61,6.68,3.96,5491,Spinel
09/09/2019,1.04,Very Good,purple,SI2,6.5,6.57,3.92,4427,Sapphire
09/09/2019,0.26,Very Good,purple,VVS1,4.08,4.15,2.55,597,Ruby
09/09/2019,0.51,Ideal,red,SI1,5.15,5.16,3.17,1431,Cat's Eye
09/09/2019,1.0,Good,blue,VS2,6.37,6.41,4.03,6776,Sapphire
09/09/2019,0.32,Ideal,Pink,VS2,4.44,4.45,2.68,449,Cat's Eye
09/09/2019,0.31,Premium,blue,VS1,4.31,4.32,2.67,734,Topaz
09/09/2019,0.9,Very Good,Pink,VS2,6.13,6.03,3.77,3338,Sapphire
09/09/2019,1.5,Good,yellow,SI2,7.53,7.49,4.32,6006,Sapphire
09/09/2019,1.61,Very Good,yellow,SI2,7.47,7.35,4.7,6915,Sapphire
09/09/2019,0.51,Very Good,blue,VVS1,5.19,5.2,3.1,2369,Cat's Eye
10/09/2019,0.39,Ideal,red,VS1,4.71,4.77,2.86,1095,Topaz
10/09/2019,1.43,Very Good,White,VS2,7.13,7.19,4.5,6579,Alexandrite
10/09/2019,1.23,Premium,red,SI2,7.02,6.97,4.06,4470,Alexandrite
10/09/2019,1.02,Fair,Green,SI1,6.64,6.75,3.81,4935,Alexandrite
10/09/2019,0.34,Ideal,blue,VVS2,4.48,4.44,2.78,1071,Alexandrite
10/09/2019,1.01,Very Good,red,SI2,6.63,6.67,3.88,4588,Ruby
10/09/2019,0.31,Very Good,yellow,VS2,4.3,4.32,2.7,544,Cat's Eye
10/09/2019,0.41,Very Good,purple,SI1,4.75,4.7,3.0,904,Ruby
10/09/2019,0.33,Ideal,Green,VVS1,4.44,4.47,2.74,730,Spinel
10/09/2019,1.01,Premium,Green,SI2,6.34,6.29,3.91,3394,Topaz
10/09/2019,0.3,Premium,purple,SI2,4.33,4.22,2.66,506,Alexandrite
10/09/2019,1.13,Ideal,Green,SI2,6.78,6.7,4.07,3797,Zircon
10/09/2019,0.33,Ideal,Green,VVS2,4.46,4.44,2.77,854,Topaz
10/09/2019,0.73,Premium,yellow,SI1,5.76,5.68,3.59,2351,Sapphire
10/09/2019,0.34,Ideal,red,SI1,4.53,4.5,2.8,750,Cat's Eye
10/09/2019,0.72,Ideal,Pink,VVS2,5.81,5.84,3.55,2602,Zircon
10/09/2019,1.0,Very Good,red,SI2,6.24,6.32,3.97,4628,Zircon
10/09/2019,0.4,Premium,yellow,VS1,4.83,4.69,2.96,1080,Cat's Eye
10/09/2019,0.65,Ideal,blue,SI1,5.58,5.56,3.49,1989,Cat's Eye
10/09/2019,1.58,Ideal,Pink,SI1,7.42,7.49,4.64,9457,Zircon
11/09/2019,2.01,Very Good,yellow,SI1,7.94,8.03,4.96,18398,Sapphire
11/09/2019,0.31,Ideal,red,SI1,4.32,4.3,2.7,732,Sapphire
11/09/2019,0.41,Very Good,purple,SI1,4.72,4.69,2.98,969,Alexandrite
11/09/2019,1.26,Ideal,yellow,VS1,6.96,7.03,4.31,9078,Zircon
11/09/2019,0.62,Fair,White,SI1,5.39,5.28,3.49,1101,Sapphire
11/09/2019,0.3,Ideal,purple,VS2,4.27,4.31,2.69,605,Spinel
11/09/2019,1.1,Ideal,yellow,SI1,6.59,6.68,4.09,5610,Topaz
11/09/2019,0.42,Premium,Green,VS1,4.83,4.76,2.96,1087,Cat's Eye
11/09/2019,0.4,Good,yellow,VS1,4.68,4.72,2.98,783,Cat's Eye
11/09/2019,0.32,Ideal,red,VS2,4.41,4.37,2.72,972,Sapphire
11/09/2019,0.9,Very Good,purple,SI1,6.09,6.14,3.85,4009,Cat's Eye
11/09/2019,1.51,Ideal,Pink,SI1,7.39,7.37,4.52,8396,Sapphire
11/09/2019,0.3,Premium,blue,VS2,4.32,4.28,2.68,844,Cat's Eye
11/09/2019,0.32,Ideal,yellow,VS1,4.38,4.42,2.71,645,Spinel
11/09/2019,1.69,Premium,purple,SI2,7.65,7.57,4.75,9275,Zircon
11/09/2019,0.34,Ideal,red,I1,4.49,4.47,2.8,530,Ruby
11/09/2019,0.43,Ideal,yellow,VS1,4.84,4.86,3.0,943,Ruby
11/09/2019,2.0,Premium,yellow,SI2,8.21,8.12,4.93,17136,Cat's Eye
11/09/2019,1.0,Fair,yellow,VS1,6.38,6.29,4.0,4630,Topaz
11/09/2019,0.3,Premium,Green,VS1,4.29,4.23,2.65,675,Zircon
12/09/2019,0.52,Ideal,blue,VS2,5.25,5.27,3.13,1689,Zircon
12/09/2019,0.41,Ideal,Pink,VVS1,4.79,4.76,2.95,1107,Topaz
12/09/2019,2.01,Premium,Green,SI1,8.13,8.06,5.0,17347,Zircon
12/09/2019,0.35,Premium,purple,VS1,4.59,4.57,2.77,984,Zircon
12/09/2019,0.92,Premium,yellow,VS2,6.3,6.24,3.86,4287,Ruby
12/09/2019,1.01,Very Good,blue,SI1,6.36,6.41,4.0,4912,Topaz
12/09/2019,0.52,Good,red,SI2,5.11,5.1,3.25,1293,Sapphire
